Country,Area,Continent,Parameter,Age,Sex,Variable,SIGICategories,Categories,Value,Average,Latitude,Longitude
South_Africa,Southern Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,84.9,55.9,-17.746,-4.1881
South_Africa,Southern Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,27.9,55.9,-17.746,-4.1881
South_Africa,Southern Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,27.7,55.9,-17.746,-4.1881
South_Africa,Southern Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,59.9,55.9,-17.746,-4.1881
South_Africa,Southern Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,55.9,-17.746,-4.1881
South_Africa,Southern Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,93,55.9,-17.746,-4.1881
South_Africa,Southern Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,65.3,55.9,-17.746,-4.1881
South_Africa,Southern Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,55.9,-17.746,-4.1881
South_Africa,Southern Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,46.6,55.9,-17.746,-4.1881
South_Africa,Southern Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,69.7,55.9,-17.746,-4.1881
South_Africa,Southern Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,45.1,55.9,-17.746,-4.1881
South_Africa,Southern Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,49.7,55.9,-17.746,-4.1881
South_Africa,Southern Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,96.9,55.9,-17.746,-4.1881
South_Africa,Southern Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,55.9,-17.746,-4.1881
South_Sudan,Eastern Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,4,18.7,15.5007,-5.5599
South_Sudan,Eastern Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,46.1,18.7,15.5007,-5.5599
South_Sudan,Eastern Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,18.7,15.5007,-5.5599
South_Sudan,Eastern Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,46.4,18.7,15.5007,-5.5599
South_Sudan,Eastern Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,18.7,15.5007,-5.5599
South_Sudan,Eastern Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,28,18.7,15.5007,-5.5599
South_Sudan,Eastern Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,18.7,15.5007,-5.5599
South_Sudan,Eastern Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,18.7,15.5007,-5.5599
South_Sudan,Eastern Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,18.7,15.5007,-5.5599
South_Sudan,Eastern Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,18.7,15.5007,-5.5599
South_Sudan,Eastern Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,18.7,15.5007,-5.5599
South_Sudan,Eastern Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,18.7,15.5007,-5.5599
South_Sudan,Eastern Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,59.9,18.7,15.5007,-5.5599
South_Sudan,Eastern Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,18.7,15.5007,-5.5599
Spain,Southern Europe,Europe,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,97.5,74.9,40.5169,-17.1395
Spain,Southern Europe,Europe,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,79.7,74.9,40.5169,-17.1395
Spain,Southern Europe,Europe,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,74.9,40.5169,-17.1395
Spain,Southern Europe,Europe,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,51,74.9,40.5169,-17.1395
Spain,Southern Europe,Europe,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,74.9,40.5169,-17.1395
Spain,Southern Europe,Europe,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,90.4,74.9,40.5169,-17.1395
Spain,Southern Europe,Europe,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,85.6,74.9,40.5169,-17.1395
Spain,Southern Europe,Europe,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,74.9,40.5169,-17.1395
Spain,Southern Europe,Europe,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,91,74.9,40.5169,-17.1395
Spain,Southern Europe,Europe,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,89.2,74.9,40.5169,-17.1395
Spain,Southern Europe,Europe,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,74.2,74.9,40.5169,-17.1395
Spain,Southern Europe,Europe,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,93.2,74.9,40.5169,-17.1395
Spain,Southern Europe,Europe,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,96,74.9,40.5169,-17.1395
Spain,Southern Europe,Europe,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,74.9,40.5169,-17.1395
Sri_Lanka,Southern Asia,Asia,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,89.2,47.8,6.9271,44.9782
Sri_Lanka,Southern Asia,Asia,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,58.4,47.8,6.9271,44.9782
Sri_Lanka,Southern Asia,Asia,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,47.8,6.9271,44.9782
Sri_Lanka,Southern Asia,Asia,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,76.2,47.8,6.9271,44.9782
Sri_Lanka,Southern Asia,Asia,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,47.8,6.9271,44.9782
Sri_Lanka,Southern Asia,Asia,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,46,47.8,6.9271,44.9782
Sri_Lanka,Southern Asia,Asia,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,47.8,6.9271,44.9782
Sri_Lanka,Southern Asia,Asia,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,47.8,6.9271,44.9782
Sri_Lanka,Southern Asia,Asia,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,47.8,6.9271,44.9782
Sri_Lanka,Southern Asia,Asia,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,47.8,6.9271,44.9782
Sri_Lanka,Southern Asia,Asia,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,47.8,6.9271,44.9782
Sri_Lanka,Southern Asia,Asia,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,47.8,6.9271,44.9782
Sri_Lanka,Southern Asia,Asia,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,94,47.8,6.9271,44.9782
Sri_Lanka,Southern Asia,Asia,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,47.8,6.9271,44.9782
Sudan,Northern Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,10,29.2,19.5007,-2.8599
Sudan,Northern Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,71.3,29.2,19.5007,-2.8599
Sudan,Northern Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,29.2,19.5007,-2.8599
Sudan,Northern Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,69.2,29.2,19.5007,-2.8599
Sudan,Northern Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,29.2,19.5007,-2.8599
Sudan,Northern Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,64,29.2,19.5007,-2.8599
Sudan,Northern Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,29.2,19.5007,-2.8599
Sudan,Northern Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,52.8,29.2,19.5007,-2.8599
Sudan,Northern Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,29.2,19.5007,-2.8599
Sudan,Northern Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,29.2,19.5007,-2.8599
Sudan,Northern Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,29.2,19.5007,-2.8599
Sudan,Northern Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,29.2,19.5007,-2.8599
Sudan,Northern Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,78.8,29.2,19.5007,-2.8599
